"d_RF_R_1_low_dist","d_RF_R_1_low_cure","d_RF_R_1_low_shape","d_RF_R_1_low_scale","d_RF_R_1_high_dist","d_RF_R_1_high_cure","d_RF_R_1_high_shape","d_RF_R_1_high_scale","d_RF_R_2_low_dist","d_RF_R_2_low_cure","d_RF_R_2_low_shape","d_RF_R_2_low_scale","d_RF_R_2_high_dist","d_RF_R_2_high_cure","d_RF_R_2_high_shape","d_RF_R_2_high_scale","d_RF_D_dist","d_RF_D_shape","d_RF_D_rate","d_R_D_1_dist","d_R_D_1_shape","d_R_D_1_scale","d_R_D_2_dist","d_R_D_2_shape","d_R_D_2_scale"
"llogis cure",0.488186991523229,1.77977114896326,1.38283630454774,"llogis cure",0.214810267441731,1.77977114896326,0.789492793640768,"llogis cure",0.65641085001312,1.77977114896326,1.58521155099032,"llogis cure",0.353984786085761,1.77977114896326,0.905033438728147,"gompertz",0.100559042221505,0.00665743407339234,"llogis",1.485045044099,1.00935168932233,"llogis",1.44829250447263,0.810984232666931
